Sep 07 16:50:55.027 VTTY: Console port: waiting connection on tcp port 5011 for protocol IPv6 (FD 13)
Sep 07 16:50:55.027 VTTY: Console port: waiting connection on tcp port 5011 for protocol IPv4 (FD 14)
Sep 07 16:50:55.052 slot0: C/H/S settings = 16/4/32
Sep 07 16:50:55.061 slot1: C/H/S settings = 0/4/32
Sep 07 16:50:55.325 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x0,JIT on)
Sep 07 16:50:55.326 CPU0: CPU_STATE: Starting CPU (old state=2)...
Sep 07 16:50:55.431 ROM: Microcode has started.
Sep 07 16:50:55.433 ROM: trying to read bootvar 'WARM_REBOOT'
Sep 07 16:50:55.434 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a9d228 (size=1)
Sep 07 16:50:55.434 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a9d23c (size=1)
Sep 07 16:50:55.479 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6026eef8 (size=2)
Sep 07 16:50:55.480 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60276800 (size=2)
Sep 07 16:50:55.480 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60276810 (size=2)
Sep 07 16:50:55.480 ROM: unhandled syscall 0x00000047 at pc=0x60a9e9bc (a1=0x80007dac,a2=0x00000010,a3=0xbfb00000)
Sep 07 16:50:55.794 ROM: trying to read bootvar 'RANDOM_NUM'
Sep 07 16:50:55.809 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x60283d28 (size=2)
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x04
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x0c
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x0c
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x18
Sep 07 16:51:33.405 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x18
Sep 07 16:51:33.405 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x1c
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x1c
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x20
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x20
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x24
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x24
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x30
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x30
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x3c
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x3c
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x40
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x40
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x64
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x64
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x68
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x68
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x04
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x04
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0xf0
Sep 07 16:51:33.405 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0xf0
Sep 07 16:51:33.505 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60286c60: bus=1,device=0,function=0,reg=0x00
Sep 07 16:51:33.505 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60286c64: bus=1,device=0,function=0,reg=0x00
Sep 07 16:51:33.505 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605e1a9c (size=2)
Sep 07 16:51:33.505 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x1000, pc=0x605e1abc (size=2)
Sep 07 16:51:33.505 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605e1ad0 (size=2)
Sep 07 16:51:33.505 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x1, pc=0x605e1ad8 (size=2)
Sep 07 16:51:33.505 CPU0: IO_FPGA: read from unknown addr 0x18, pc=0x605e1b04 (size=2)
Sep 07 16:51:33.505 CPU0: IO_FPGA: write to unknown addr 0x18, value=0x0, pc=0x605e1b0c (size=2)
Sep 07 16:51:33.505 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605e1b24 (size=2)
Sep 07 16:51:33.505 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x605e1b30 (size=2)
Sep 07 16:51:33.525 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605e1b48 (size=2)
Sep 07 16:51:33.525 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x605e1b54 (size=2)
Sep 07 16:51:33.525 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c60: bus=0,device=1,function=0,reg=0x00
Sep 07 16:51:33.525 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c64: bus=0,device=1,function=0,reg=0x00
Sep 07 16:51:33.525 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c60: bus=0,device=1,function=0,reg=0x40
Sep 07 16:51:33.525 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c64: bus=0,device=1,function=0,reg=0x40
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x04
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x04
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x0c
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x0c
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x18
Sep 07 16:51:33.525 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x18
Sep 07 16:51:33.525 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x1c
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x1c
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x20
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x20
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x24
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x24
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x30
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x30
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x3c
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x3c
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x40
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x40
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x64
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x64
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x68
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x68
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x04
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x04
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0xf0
Sep 07 16:51:33.525 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0xf0
Sep 07 16:51:33.600 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60286c60: bus=1,device=0,function=0,reg=0x00
Sep 07 16:51:33.600 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60286c64: bus=1,device=0,function=0,reg=0x00
Sep 07 16:51:33.600 CPU0: PCI: write request (data=0x4d000000) for device 'NM-16ESW(1)' at pc=0x60286b2c: bus=1,device=0,function=0,reg=0x10
Sep 07 16:51:33.600 NM-16ESW(1): BCM5600 registers are mapped at 0x4d000000
Sep 07 16:51:33.600 CPU0: PCI: write request (data=0x4d000000) for device 'NM-16ESW(1)' at pc=0x60286b38: bus=1,device=0,function=0,reg=0x10
Sep 07 16:51:33.600 NM-16ESW(1): BCM5600 registers are mapped at 0x4d000000
Sep 07 16:51:33.600 CPU0: PCI: write request (data=0x00000046) for device 'NM-16ESW(1)' at pc=0x60286b2c: bus=1,device=0,function=0,reg=0x04
Sep 07 16:51:33.600 CPU0: PCI: write request (data=0x00000046) for device 'NM-16ESW(1)' at pc=0x60286b38: bus=1,device=0,function=0,reg=0x04
Sep 07 16:51:33.600 CPU0: PCI: write request (data=0x00004000) for device 'NM-16ESW(1)' at pc=0x60286b2c: bus=1,device=0,function=0,reg=0x0c
Sep 07 16:51:33.600 CPU0: PCI: write request (data=0x00004000) for device 'NM-16ESW(1)' at pc=0x60286b38: bus=1,device=0,function=0,reg=0x0c
Sep 07 16:51:33.600 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60286c60: bus=1,device=0,function=0,reg=0x40
Sep 07 16:51:33.600 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60286c64: bus=1,device=0,function=0,reg=0x40
Sep 07 16:51:33.600 CPU0: PCI: write request (data=0x00000000) for device 'NM-16ESW(1)' at pc=0x60286b2c: bus=1,device=0,function=0,reg=0x40
Sep 07 16:51:33.600 CPU0: PCI: write request (data=0x00000000) for device 'NM-16ESW(1)' at pc=0x60286b38: bus=1,device=0,function=0,reg=0x40
Sep 07 16:51:33.600 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60286c60: bus=1,device=0,function=0,reg=0x08
Sep 07 16:51:33.600 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60286c64: bus=1,device=0,function=0,reg=0x08
Sep 07 16:51:33.604 NM-16ESW(1): unknown opcode 0x00000016 (cmd=0x58614000)
Sep 07 16:51:33.634 CPU0: JIT: partial JIT flush (count=758)
Sep 07 16:51:33.681 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x60277d00 (size=2)
Sep 07 16:51:33.681 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x60277d08 (size=2)
Sep 07 16:51:33.681 CPU0: IO_FPGA: read from unknown addr 0x2e, pc=0x60277d28 (size=2)
Sep 07 16:51:33.681 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x40, pc=0x60277d38 (size=2)
Sep 07 16:51:33.873 CPU0: JIT: flushing data structures (compiled pages=1004)
Sep 07 16:51:34.005 CPU0: JIT: partial JIT flush (count=835)
Sep 07 16:51:34.318 CPU0: JIT: flushing data structures (compiled pages=1270)
Sep 07 16:51:34.328 ROM: trying to read bootvar 'PMDEBUG'
Sep 07 16:51:34.335 ROM: trying to read bootvar 'MONDEBUG'
Sep 07 16:51:34.630 ROM: unhandled syscall 0x0000001a at pc=0x60a9e9bc (a1=0x65024a6c,a2=0x00000001,a3=0x00000023)
Sep 07 16:51:34.630 ROM: unhandled syscall 0x00000009 at pc=0x60a9e9bc (a1=0x65024a6c,a2=0x00000001,a3=0x00000023)
Sep 07 16:51:34.641 CPU0: JIT: partial JIT flush (count=816)
Sep 07 16:51:34.798 CPU0: JIT: flushing data structures (compiled pages=1296)
Sep 07 16:51:34.944 CPU0: JIT: partial JIT flush (count=793)
Sep 07 16:51:34.968 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x608192f4 (size=2)
Sep 07 16:51:34.968 CPU0: IO_FPGA: write to unknown addr 0x16, value=0x1, pc=0x608192fc (size=2)
Sep 07 16:51:34.986 ROM: trying to read bootvar 'ROM_PERSISTENT_UTC'
Sep 07 16:51:35.163 ROM: trying to set bootvar 'BSI=0'
Sep 07 16:51:35.164 ROM: trying to read bootvar 'RET_2_RCALTS'
Sep 07 16:51:35.164 ROM: trying to set bootvar 'RET_2_RCALTS='
Sep 07 16:51:35.179 ROM: trying to read bootvar 'RANDOM_NUM'
Sep 07 16:51:35.243 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:35.398 CPU0: JIT: flushing data structures (compiled pages=1338)
Sep 07 16:51:35.490 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:35.735 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:35.997 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:36.237 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:36.495 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:36.739 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:36.987 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:37.239 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:37.498 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:37.741 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:37.999 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:38.243 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:38.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:38.744 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:38.988 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:39.247 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:39.490 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:39.747 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:39.993 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:40.252 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:40.497 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:40.740 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:40.997 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:41.240 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:41.499 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:41.743 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:41.986 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:42.245 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:42.489 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:42.749 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:42.991 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:43.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:43.491 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:43.749 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:43.994 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:44.238 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:44.497 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:44.742 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:44.987 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:45.245 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:45.489 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:45.749 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:45.994 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:46.237 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:46.495 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:46.739 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:46.996 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:47.239 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:47.498 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:47.742 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:47.986 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:48.246 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:48.489 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:48.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:48.994 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:49.250 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:49.491 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:49.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:49.992 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:50.251 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:50.493 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:50.752 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:50.995 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:51.238 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:51.497 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:51.741 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:51.998 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:52.241 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:52.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:52.745 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:52.988 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:53.248 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:53.491 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:53.749 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:53.993 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:54.250 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:54.494 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:54.739 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:54.997 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:55.241 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:55.499 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:55.744 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:56.000 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:56.244 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:56.489 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:56.747 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:56.990 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:57.250 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:57.495 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:57.738 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:57.995 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:58.239 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:58.498 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:58.743 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:58.985 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:59.243 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:59.486 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:59.745 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:51:59.990 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:52:00.251 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:52:00.495 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
Sep 07 16:52:00.737 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x60819f48 (size=1)
